GRP-DC-AIMD-NPT
1
10.976235 0.179124 0.151133
-0.000000 11.090292 0.105417
-0.000000 -0.000000 10.975644
64
cartesian
10.7968 0.0992112 0.0186484
2.58746 2.63405 0.123262
10.8298 2.59058 2.91197
2.79758 0.0498764 2.71439
1.26345 1.34967 1.45218
3.96006 4.28476 1.45571
1.12879 4.12431 4.15261
4.14429 1.44187 4.11654
10.9404 0.0261225 5.62579
2.79164 3.01176 5.43467
10.9624 2.88201 8.31398
2.88624 0.111929 8.35483
1.44428 1.49721 6.97395
4.25803 4.15345 6.97072
1.2778 4.08805 9.85094
4.00937 1.31557 9.86301
10.9648 5.57894 0.295103
2.93109 8.40501 10.9495
10.8444 8.50095 2.66785
2.55559 5.59841 2.77764
1.54973 7.10782 1.43476
4.21497 9.67262 1.40419
1.20004 9.84175 4.11372
3.96408 6.88495 4.06701
10.8809 5.50613 5.60409
2.47212 8.22057 5.52586
0.0363503 8.25794 8.41403
2.797 5.46587 8.35125
1.19438 6.83443 7.07236
3.91923 9.56619 6.94705
1.28128 9.7807 9.86575
4.19246 7.02427 9.53101
5.65748 0.0839144 0.106052
8.31242 2.93723 0.18062
5.38532 2.8226 2.68893
8.05623 0.142698 2.98975
6.77082 1.46892 1.48302
9.60403 4.19987 1.62215
6.78742 4.20709 4.14942
9.35233 1.42529 4.22545
5.42247 10.85 5.46494
8.00415 2.69599 5.55204
5.62287 2.71288 8.16796
8.27247 0.0102595 8.40858
6.85805 1.09905 6.86317
9.47975 4.06478 6.8684
6.80698 4.13223 9.76516
9.52735 1.52602 9.6341
5.34306 5.51124 0.145484
8.17836 8.25985 0.0624522
5.35039 8.24996 2.83634
8.2371 5.59545 2.85692
6.73896 6.86725 1.40198
9.34317 9.79776 1.30081
6.79104 9.52004 4.14529
9.64671 6.9668 4.23437
5.47373 5.72043 5.46434
8.41622 8.42842 5.66483
5.64153 8.33006 8.20981
8.20021 5.55913 8.39574
7.02372 7.00376 6.9075
9.68074 9.73973 7.01703
6.8928 9.70466 9.67761
9.60721 6.90867 9.68204
-341.99567200
GRP-DC-AIMD-NPT
1
10.995184 0.222158 0.165388
-0.000000 11.159342 0.137080
0.000000 -0.000000 10.995713
64
cartesian
0.0608457 11.1309 0.248686
2.62731 2.90117 0.134649
0.00606505 2.97509 2.85227
2.59183 0.0202059 2.95065
1.31856 1.5309 1.50725
4.09993 4.14114 1.57432
1.45332 4.30845 4.2948
4.00561 1.39398 4.25749
10.7367 11.1361 5.59147
2.63018 2.69528 5.76439
10.7774 2.79032 8.50531
2.53551 11.1068 8.40091
1.11011 1.40348 7.04579
3.82221 4.2661 6.94601
1.41076 4.15839 9.52549
3.89959 1.34605 9.76617
10.8534 5.59953 10.911
