GRP-DC-AIMD-NVT
1
10.937400 0.000000 0.000000
0.000000 10.937400 0.000000
0.000000 0.000000 10.937400
64
cartesian
0.105246 0.140903 10.7816
2.75289 2.66886 10.8792
0.0899913 2.69306 2.72276
2.81718 10.8422 2.74696
1.42073 1.45325 1.29406
4.12487 4.02549 1.3012
1.33278 4.14503 4.05699
4.13195 1.34228 4.0341
0.0078408 0.125212 5.56936
2.7712 2.81849 5.42738
10.7868 2.71998 8.16727
2.6581 0.0501216 8.07688
1.41097 1.49713 6.77247
4.17847 4.12159 6.83997
1.3467 3.9863 9.47392
4.13893 1.34656 9.64286
0.130601 5.48334 10.9344
2.71974 8.23774 10.9353
10.7688 8.21394 2.68584
2.74787 5.43755 2.68128
1.3 6.97506 1.42671
4.07355 9.52357 1.33467
1.25172 9.54088 4.07227
4.10189 6.85865 4.08018
0.0226477 5.50048 5.51113
2.78759 8.20938 5.4161
10.932 8.21113 8.22205
2.75336 5.34137 8.19058
1.4595 6.82384 6.92302
4.11359 9.52066 6.87591
1.3734 9.72599 9.4618
4.09302 6.69164 9.67259
5.46127 10.8909 0.032885
8.16867 2.70036 10.9348
5.33441 2.78771 2.7755
8.23691 10.8835 2.6368
6.83041 1.41132 1.37601
9.48986 4.11688 1.3602
6.57691 4.11541 4.16722
9.56329 1.36311 4.11034
5.54263 0.0192702 5.39666
8.06115 2.87322 5.52129
5.52298 2.73826 8.27856
8.23342 10.8554 8.22615
6.89169 1.42623 6.88904
9.50084 4.17593 6.87663
6.88195 4.0344 9.60118
9.66063 1.34523 9.4813
5.56646 5.45739 0.145291
8.35188 8.12313 0.118571
5.50729 8.30318 2.71965
8.03744 5.34316 2.7157
6.92787 6.92505 1.38889
9.63823 9.63919 1.31427
6.93193 9.54728 4.06867
9.51418 6.72499 4.14698
5.26525 5.62576 5.50472
8.27101 8.15553 5.49318
5.44699 8.06874 8.35866
8.17912 5.51697 8.16275
6.71669 6.88897 6.89481
9.53577 9.54569 6.80156
6.7828 9.40577 9.69618
9.72554 6.71715 9.52887
-343.44171200
GRP-DC-AIMD-NVT
1
10.937400 0.000000 0.000000
0.000000 10.937400 0.000000
0.000000 0.000000 10.937400
64
cartesian
10.6477 10.6562 0.179342
2.69453 2.93316 0.200479
0.131613 2.81792 2.67835
2.78238 0.152997 2.64039
1.35809 1.10695 1.23271
4.13165 4.05443 1.51914
1.56909 4.06972 4.25538
4.05833 1.62847 4.09068
10.9028 10.6467 5.49971
2.65077 2.56152 5.62345
0.225394 2.60904 8.32047
2.70979 0.0652693 8.46626
1.11847 1.12287 7.06825
4.02686 4.1862 6.79468
1.36766 4.14912 9.70609
3.96669 1.59934 9.56475
10.621 5.53309 10.8213
2.83399 8.2087 0.0853061
0.161321 8.20498 2.63464
2.8785 5.55939 2.88194
1.3684 6.66408 1.26292
4.2399 9.60531 1.50171
1.43427 9.52035 4.11122
4.39161 6.72667 4.3237
10.8798 5.33949 5.38727
2.67826 7.96599 5.51153
0.0308532 8.34014 8.22963
2.70022 5.57006 8.1614
1.21659 6.72595 6.69707
4.02044 9.60232 6.89691
1.37401 9.37835 9.82561
4.16229 7.05975 9.2308
5.23114 0.101302 0.0895842
8.21228 2.75496 10.8098
5.59764 2.7115 2.76586
8.07912 10.927 2.72225
6.64207 1.33908 1.37597
9.65506 4.0313 1.33287
7.14796 3.97607 3.97385
9.66628 1.28394 4.01022
5.33242 0.085766 5.41722
8.50891 2.60442 5.53372
5.41215 2.87783 8.03844
8.40564 0.255881 8.21436
6.75675 1.35213 6.78412
9.82634 3.90686 6.91539
6.82727 4.29097 9.37929
9.63197 1.41509 9.85908
5.3394 5.44071 10.6386
7.85795 8.38264 0.0579577
5.43021 7.9971 2.71876
8.31987 5.85165 2.84522
6.67006 6.63292 1.33212
9.38654 9.31127 1.61735
6.78587 9.52561 3.99491
9.7694 7.18587 4.01054
5.73829 5.06813 5.42985
7.98924 8.37587 5.46457
5.60087 8.33254 7.84009
8.33349 5.44565 8.0992
6.96331 6.67663 6.53943
9.64095 9.51663 6.87767
6.72897 9.82345 9.43527
9.1761 7.21399 9.53281
-337.78814200
GRP-DC-AIMD-NVT
1
10.937400 0.000000 0.000000
0.000000 10.937400 0.000000
0.000000 0.000000 10.937400
64
cartesian
10.9333 0.144648 10.9034
2.75575 2.64022 10.8472
10.6603 2.65433 2.86563
2.78755 0.0452554 2.72405
1.31539 1.54458 1.45502
