1vac # comment line
1 # universal scaling factor
2.68212419e+00 -5.36424837e+00 -2.68212419e+00 'Si'
2.68212419e+00 -5.36424837e+00 2.68212419e+00 'Si'
2.68212419e+00 -5.36424837e+00 8.04637256e+00 'Si'
2.68212419e+00 0.00000000e+00 -2.68212419e+00 'Si'
2.68212419e+00 0.00000000e+00 2.68212419e+00 'Si'
2.68212419e+00 0.00000000e+00 8.04637256e+00 'Si'
2.68212419e+00 5.36424837e+00 -2.68212419e+00 'Si'
2.68212419e+00 5.36424837e+00 2.68212419e+00 'Si'
2.68212419e+00 5.36424837e+00 8.04637256e+00 'Si'
8.04637256e+00 -5.36424837e+00 -2.68212419e+00 'Si'
8.04637256e+00 -5.36424837e+00 2.68212419e+00 'Si'
8.04637256e+00 -5.36424837e+00 8.04637256e+00 'Si'
8.04637256e+00 0.00000000e+00 -2.68212419e+00 'Si'
8.04637256e+00 0.00000000e+00 2.68212419e+00 'Si'
8.04637256e+00 0.00000000e+00 8.04637256e+00 'Si'
8.04637256e+00 5.36424837e+00 -2.68212419e+00 'Si'
8.04637256e+00 5.36424837e+00 2.68212419e+00 'Si'
8.04637256e+00 5.36424837e+00 8.04637256e+00 'Si'
-5.36424837e+00 -2.68212419e+00 -2.68212419e+00 'Si'
-5.36424837e+00 -2.68212419e+00 2.68212419e+00 'Si'
-5.36424837e+00 -2.68212419e+00 8.04637256e+00 'Si'
-5.36424837e+00 2.68212419e+00 -2.68212419e+00 'Si'
-5.36424837e+00 2.68212419e+00 2.68212419e+00 'Si'
-5.36424837e+00 2.68212419e+00 8.04637256e+00 'Si'
-5.36424837e+00 8.04637256e+00 -2.68212419e+00 'Si'
-5.36424837e+00 8.04637256e+00 2.68212419e+00 'Si'
-5.36424837e+00 8.04637256e+00 8.04637256e+00 'Si'
0.00000000e+00 -2.68212419e+00 -2.68212419e+00 'Si'
0.00000000e+00 -2.68212419e+00 2.68212419e+00 'Si'
0.00000000e+00 -2.68212419e+00 8.04637256e+00 'Si'
0.00000000e+00 2.68212419e+00 -2.68212419e+00 'Si'
0.00000000e+00 2.68212419e+00 2.68212419e+00 'Si'
0.00000000e+00 2.68212419e+00 8.04637256e+00 'Si'
0.00000000e+00 8.04637256e+00 -2.68212419e+00 'Si'
0.00000000e+00 8.04637256e+00 2.68212419e+00 'Si'
0.00000000e+00 8.04637256e+00 8.04637256e+00 'Si'
5.36424837e+00 -2.68212419e+00 -2.68212419e+00 'Si'
5.36424837e+00 -2.68212419e+00 2.68212419e+00 'Si'
5.36424837e+00 -2.68212419e+00 8.04637256e+00 'Si'
5.36424837e+00 2.68212419e+00 -2.68212419e+00 'Si'
5.36424837e+00 2.68212419e+00 2.68212419e+00 'Si'
5.36424837e+00 2.68212419e+00 8.04637256e+00 'Si'
5.36424837e+00 8.04637256e+00 -2.68212419e+00 'Si'
5.36424837e+00 8.04637256e+00 2.68212419e+00 'Si'
5.36424837e+00 8.04637256e+00 8.04637256e+00 'Si'
-4.02318628e+00 -4.02318628e+00 -4.02318628e+00 'Si'
-4.02318628e+00 -4.02318628e+00 1.34106209e+00 'Si'
-4.02318628e+00 -4.02318628e+00 6.70531047e+00 'Si'
-4.02318628e+00 1.34106209e+00 -4.02318628e+00 'Si'
-4.02318628e+00 1.34106209e+00 1.34106209e+00 'Si'
-4.02318628e+00 1.34106209e+00 6.70531047e+00 'Si'
-4.02318628e+00 6.70531047e+00 -4.02318628e+00 'Si'
-4.02318628e+00 6.70531047e+00 1.34106209e+00 'Si'
-4.02318628e+00 6.70531047e+00 6.70531047e+00 'Si'
1.34106209e+00 -4.02318628e+00 -4.02318628e+00 'Si'
1.34106209e+00 -4.02318628e+00 1.34106209e+00 'Si'
1.34106209e+00 -4.02318628e+00 6.70531047e+00 'Si'
1.34106209e+00 1.34106209e+00 -4.02318628e+00 'Si'
1.34106209e+00 1.34106209e+00 1.34106209e+00 'Si'
1.34106209e+00 1.34106209e+00 6.70531047e+00 'Si'
1.34106209e+00 6.70531047e+00 -4.02318628e+00 'Si'
1.34106209e+00 6.70531047e+00 1.34106209e+00 'Si'
1.34106209e+00 6.70531047e+00 6.70531047e+00 'Si'
6.70531047e+00 -4.02318628e+00 -4.02318628e+00 'Si'
6.70531047e+00 -4.02318628e+00 1.34106209e+00 'Si'
6.70531047e+00 -4.02318628e+00 6.70531047e+00 'Si'
6.70531047e+00 1.34106209e+00 -4.02318628e+00 'Si'
6.70531047e+00 1.34106209e+00 1.34106209e+00 'Si'
6.70531047e+00 1.34106209e+00 6.70531047e+00 'Si'
6.70531047e+00 6.70531047e+00 -4.02318628e+00 'Si'
6.70531047e+00 6.70531047e+00 1.34106209e+00 'Si'
6.70531047e+00 6.70531047e+00 6.70531047e+00 'Si'
-1.34106209e+00 -1.34106209e+00 -4.02318628e+00 'Si'
-1.34106209e+00 -1.34106209e+00 1.34106209e+00 'Si'
-1.34106209e+00 -1.34106209e+00 6.70531047e+00 'Si'
-1.34106209e+00 4.02318628e+00 -4.02318628e+00 'Si'
-1.34106209e+00 4.02318628e+00 1.34106209e+00 'Si'
-1.34106209e+00 4.02318628e+00 6.70531047e+00 'Si'
-1.34106209e+00 9.38743465e+00 -4.02318628e+00 'Si'
-1.34106209e+00 9.38743465e+00 1.34106209e+00 'Si'
-1.34106209e+00 9.38743465e+00 6.70531047e+00 'Si'
4.02318628e+00 -1.34106209e+00 -4.02318628e+00 'Si'
4.02318628e+00 -1.34106209e+00 1.34106209e+00 'Si'
4.02318628e+00 -1.34106209e+00 6.70531047e+00 'Si'
4.02318628e+00 4.02318628e+00 -4.02318628e+00 'Si'
4.02318628e+00 4.02318628e+00 1.34106209e+00 'Si'
4.02318628e+00 4.02318628e+00 6.70531047e+00 'Si'
4.02318628e+00 9.38743465e+00 -4.02318628e+00 'Si'
4.02318628e+00 9.38743465e+00 1.34106209e+00 'Si'
4.02318628e+00 9.38743465e+00 6.70531047e+00 'Si'
9.38743465e+00 -1.34106209e+00 -4.02318628e+00 'Si'
9.38743465e+00 -1.34106209e+00 1.34106209e+00 'Si'
9.38743465e+00 -1.34106209e+00 6.70531047e+00 'Si'
9.38743465e+00 4.02318628e+00 -4.02318628e+00 'Si'
9.38743465e+00 4.02318628e+00 1.34106209e+00 'Si'
9.38743465e+00 4.02318628e+00 6.70531047e+00 'Si'
9.38743465e+00 9.38743465e+00 -4.02318628e+00 'Si'
9.38743465e+00 9.38743465e+00 1.34106209e+00 'Si'
9.38743465e+00 9.38743465e+00 6.70531047e+00 'Si'
-1.34106209e+00 -4.02318628e+00 -1.34106209e+00 'Si'
-1.34106209e+00 -4.02318628e+00 4.02318628e+00 'Si'
-1.34106209e+00 -4.02318628e+00 9.38743465e+00 'Si'
-1.34106209e+00 1.34106209e+00 -1.34106209e+00 'Si'
-1.34106209e+00 1.34106209e+00 4.02318628e+00 'Si'
-1.34106209e+00 1.34106209e+00 9.38743465e+00 'Si'
-1.34106209e+00 6.70531047e+00 -1.34106209e+00 'Si'
-1.34106209e+00 6.70531047e+00 4.02318628e+00 'Si'
-1.34106209e+00 6.70531047e+00 9.38743465e+00 'Si'
4.02318628e+00 -4.02318628e+00 -1.34106209e+00 'Si'
4.02318628e+00 -4.02318628e+00 4.02318628e+00 'Si'
4.02318628e+00 -4.02318628e+00 9.38743465e+00 'Si'
4.02318628e+00 1.34106209e+00 -1.34106209e+00 'Si'
4.02318628e+00 1.34106209e+00 4.02318628e+00 'Si'
4.02318628e+00 1.34106209e+00 9.38743465e+00 'Si'
4.02318628e+00 6.70531047e+00 -1.34106209e+00 'Si'
4.02318628e+00 6.70531047e+00 4.02318628e+00 'Si'
4.02318628e+00 6.70531047e+00 9.38743465e+00 'Si'
9.38743465e+00 -4.02318628e+00 -1.34106209e+00 'Si'
9.38743465e+00 -4.02318628e+00 4.02318628e+00 'Si'
9.38743465e+00 -4.02318628e+00 9.38743465e+00 'Si'
9.38743465e+00 1.34106209e+00 -1.34106209e+00 'Si'
9.38743465e+00 1.34106209e+00 4.02318628e+00 'Si'
9.38743465e+00 1.34106209e+00 9.38743465e+00 'Si'
9.38743465e+00 6.70531047e+00 -1.34106209e+00 'Si'
9.38743465e+00 6.70531047e+00 4.02318628e+00 'Si'
9.38743465e+00 6.70531047e+00 9.38743465e+00 'Si'
-4.02318628e+00 -1.34106209e+00 -1.34106209e+00 'Si'
-4.02318628e+00 -1.34106209e+00 4.02318628e+00 'Si'
-4.02318628e+00 -1.34106209e+00 9.38743465e+00 'Si'
-4.02318628e+00 4.02318628e+00 -1.34106209e+00 'Si'
-4.02318628e+00 4.02318628e+00 4.02318628e+00 'Si'
-4.02318628e+00 4.02318628e+00 9.38743465e+00 'Si'
-4.02318628e+00 9.38743465e+00 -1.34106209e+00 'Si'
-4.02318628e+00 9.38743465e+00 4.02318628e+00 'Si'
-4.02318628e+00 9.38743465e+00 9.38743465e+00 'Si'
1.34106209e+00 -1.34106209e+00 -1.34106209e+00 'Si'
1.34106209e+00 -1.34106209e+00 4.02318628e+00 'Si'
1.34106209e+00 -1.34106209e+00 9.38743465e+00 'Si'
1.34106209e+00 4.02318628e+00 -1.34106209e+00 'Si'
1.34106209e+00 4.02318628e+00 4.02318628e+00 'Si'
1.34106209e+00 4.02318628e+00 9.38743465e+00 'Si'
1.34106209e+00 9.38743465e+00 -1.34106209e+00 'Si'
1.34106209e+00 9.38743465e+00 4.02318628e+00 'Si'
1.34106209e+00 9.38743465e+00 9.38743465e+00 'Si'
6.70531047e+00 -1.34106209e+00 -1.34106209e+00 'Si'
6.70531047e+00 -1.34106209e+00 4.02318628e+00 'Si'
6.70531047e+00 -1.34106209e+00 9.38743465e+00 'Si'
6.70531047e+00 4.02318628e+00 -1.34106209e+00 'Si'
6.70531047e+00 4.02318628e+00 4.02318628e+00 'Si'
6.70531047e+00 4.02318628e+00 9.38743465e+00 'Si'
6.70531047e+00 9.38743465e+00 -1.34106209e+00 'Si'
6.70531047e+00 9.38743465e+00 4.02318628e+00 'Si'
6.70531047e+00 9.38743465e+00 9.38743465e+00 'Si'
